param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_splitter,mean_test_score,std_test_score,mean_train_score,std_train_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
entropy,7,,1,2,random,0.8218298555377207,0.38265590820549183,0.8672768937771286,0.0033605128065421733,38,0.0046859013326286695,0.0013388630373124652,0.003061575453315845,0.0007663139514243321
gini,7,,1,5,random,0.8218298555377207,0.38265590820549183,0.8635814671256702,0.001987826636958579,38,0.004473176469389547,0.0012903581498252032,0.0031005023570542926,0.001577588124548525
gini,,,4,20,random,0.8218298555377207,0.38265590820549183,0.8398915113572436,0.0038480241739529773,38,0.004730074593190397,0.002334379518046673,0.0031088971402824976,0.0011000800871639764
entropy,10,sqrt,1,10,random,0.8218298555377207,0.38265590820549183,0.8506448932403627,0.0018563898817651173,38,0.004502406663726268,0.0014476335021655871,0.0030311382410040254,0.0008340478808560459
entropy,5,,8,20,random,0.8218298555377207,0.38265590820549183,0.8234091859222824,0.0007285903613372148,38,0.004345644343148074,0.0009381029353229746,0.0030473947142330066,0.001145663855133176
gini,7,log2,1,20,random,0.8218298555377207,0.38265590820549183,0.832113567273797,0.004453405362683501,38,0.004000415388692057,0.0008281718889318742,0.0029011036764178574,0.0010182007077650522
gini,7,,2,2,random,0.8218298555377207,0.38265590820549183,0.8651427332738075,0.004139034930439102,38,0.004453331471254891,0.001332048191339374,0.0030522258476881883,0.001510261265759755
entropy,10,,2,20,random,0.8218298555377207,0.38265590820549183,0.8512952057516529,0.0025714199665791237,38,0.004721477747346195,0.001258496994621381,0.00318593466071409,0.0016001716123839353
gini,7,sqrt,1,20,random,0.8218298555377207,0.38265590820549183,0.832113567273797,0.004453405362683501,38,0.004155990974095622,0.001590187848634466,0.0029651889066252242,0.0007320727437859467
gini,3,,8,10,best,0.8202247191011236,0.38400016832887784,0.8201756876022566,0.000697069187361313,49,0.00443786181760638,0.0013649289006252546,0.0028994458445002523,0.0009190134338589106
gini,3,,8,2,best,0.8202247191011236,0.38400016832887784,0.8201756876022566,0.000697069187361313,49,0.004560131513861936,0.0015317909385171408,0.002977443162357826,0.0009084250890648357
gini,15,,4,20,best,0.8202247191011236,0.38400016832887784,0.8755864425325026,0.0036479754993048244,49,0.005499206040873765,0.001608472318938684,0.0029980688569633766,0.00085557365986498
gini,15,,4,10,random,0.8202247191011236,0.38400016832887784,0.8498474862324712,0.002905582690618028,49,0.004555189016351348,0.0014176726472251142,0.002983113927213568,0.0008467012241562725
gini,3,,8,5,best,0.8202247191011236,0.38400016832887784,0.8201756876022566,0.000697069187361313,49,0.0043429161151377765,0.0010468403712232677,0.0028881265110609813,0.0008526052529174578
gini,7,,4,2,best,0.8202247191011236,0.38400016832887784,0.863715658596254,0.0010479862832205498,49,0.005237097533518391,0.0010822245210693616,0.003055497884367672,0.00099330339587367
gini,7,sqrt,2,20,random,0.8202247191011236,0.38400016832887784,0.8304077872342621,0.004763703542530874,49,0.0042148179839549054,0.0014436485356156261,0.002970128342581025,0.0006313295553275811
gini,7,,4,5,best,0.8202247191011236,0.38400016832887784,0.863715658596254,0.0010479862832205498,49,0.005208059834438955,0.0011698492929138363,0.0031109824417873523,0.001497264330619054
gini,,,4,20,best,0.8202247191011236,0.38400016832887784,0.8755864425325026,0.0036479754993048244,49,0.005241607586415201,0.001432548728649753,0.003023084821134662,0.0010656226668941623
gini,10,log2,2,10,random,0.8202247191011236,0.38400016832887784,0.8313084184502948,0.003585490678111508,49,0.004278814811767774,0.0015912694635018601,0.0030232639220897496,0.0008848644614810328
entropy,10,,1,20,random,0.8202247191011236,0.38400016832887784,0.8468101139079136,0.0027333031597847287,49,0.00461569069667957,0.0012104934104555814,0.0030390186830278765,0.0007293340976025686
gini,10,sqrt,2,10,random,0.8202247191011236,0.38400016832887784,0.8313084184502948,0.003585490678111508,49,0.00426709135309651,0.0013422343136396551,0.0029635842692220574,0.0009089138805769191
gini,7,log2,2,20,random,0.8202247191011236,0.38400016832887784,0.8304077872342621,0.004763703542530874,49,0.0041734812539040945,0.0013235636831129408,0.002990724952416091,0.0009102792007448442
gini,3,,8,20,best,0.8202247191011236,0.38400016832887784,0.8201756876022566,0.000697069187361313,49,0.004337846180409145,0.0007372633197226194,0.002898966711175958,0.0012505719969817804
gini,10,,4,10,best,0.8202247191011236,0.38400016832887784,0.8766135234035085,0.0011155141729901749,49,0.005488310350078259,0.0013382166959033472,0.002993982829404681,0.0005311545397253358
entropy,15,log2,8,5,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.004226071111271891,0.0009691008361493374,0.003039634055540229,0.0010863797132394065
entropy,15,log2,8,2,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.00425016095511986,0.0012908419627842118,0.0030705622647011453,0.001094318079120946
gini,,,8,20,random,0.8186195826645265,0.38533305275136076,0.8181628155435012,0.003528818860220967,64,0.004326771005964202,0.0011338892394114955,0.0030171932416398492,0.0014141878213645171
entropy,10,log2,8,5,random,0.8186195826645265,0.38533305275136076,0.8141938447404685,0.009624465275630299,64,0.004398228842794991,0.0013135765368592098,0.0030816695854713597,0.0009677170654400258
entropy,10,log2,8,2,random,0.8186195826645265,0.38533305275136076,0.8141938447404685,0.009624465275630299,64,0.004369222907346477,0.0016466502669672547,0.003033541561512465,0.0010533793937079147
entropy,15,sqrt,8,2,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.004241164959070197,0.0008974628562738461,0.0031769899457071223,0.001817397118829103
entropy,,log2,8,10,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.004255332686545187,0.001681084993232968,0.0030545070886994633,0.0012974267048696095
entropy,15,log2,8,10,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.004535079193727545,0.0023312870703805296,0.0032468645760182586,0.0017088017612899701
gini,3,,4,10,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.004451379347383306,0.0012955116077703356,0.002895611629822855,0.0011883066730577637
entropy,10,sqrt,8,5,random,0.8186195826645265,0.38533305275136076,0.8141938447404685,0.009624465275630299,64,0.004654330962351008,0.0029145868808159395,0.0031930451217088043,0.0015175446440164628
entropy,,log2,8,5,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.004294809522062397,0.0014674759537749984,0.003053425211776317,0.0010277224441811016
entropy,10,sqrt,8,10,random,0.8186195826645265,0.38533305275136076,0.8141938447404685,0.009624465275630299,64,0.004422744625452816,0.0017129141192699729,0.0031994625232384254,0.0014200411450198264
entropy,,sqrt,8,2,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.00459139228441168,0.0028164274519310584,0.003444252580547792,0.0026577661749428087
entropy,10,sqrt,8,2,random,0.8186195826645265,0.38533305275136076,0.8141938447404685,0.009624465275630299,64,0.004267314463901673,0.0009909486410293554,0.003079926795408393,0.0014708198131168763
entropy,,sqrt,8,10,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.0045739930858581445,0.002604505975593488,0.003335555139360994,0.002109359448446445
entropy,,,8,20,random,0.8186195826645265,0.38533305275136076,0.8187382905038889,0.004123574563537817,64,0.004517441576594909,0.0010952315411445468,0.0030116778506895894,0.000675387358636132
gini,3,,4,20,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.0043041101428134484,0.0011362874764711522,0.002923976934932017,0.0008146363067284508
gini,3,,1,10,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.004493257972631562,0.001426523601700774,0.002839383879978431,0.0007953343758599564
gini,10,,8,20,random,0.8186195826645265,0.38533305275136076,0.8311690657693039,0.0013355124353527517,64,0.004470680154154427,0.0012560628752469483,0.003028077451604901,0.0010345790534357457
gini,3,,4,2,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.004404028958340518,0.001059197142509339,0.0029053247950815656,0.0008549335745259289
gini,3,,2,20,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.004436036365564141,0.0010667252427600526,0.0028515279197386715,0.0007428145634004525
gini,3,,2,2,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.004419394519126243,0.0009694279501165126,0.003000608033965526,0.001134054199467884
gini,3,,1,20,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.004426891118718571,0.001252816406593887,0.0028941030487011563,0.0010415820242230642
gini,3,,2,10,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.004455391132238397,0.0013731897813088964,0.0029142036866605953,0.0011590230959332506
gini,3,,2,5,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.004487152466995949,0.0016404080644187072,0.002841792175513401,0.00062316425902076
entropy,15,sqrt,8,5,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.004313513325649892,0.0016157470545696303,0.0029851938709975438,0.0004628798350894202
entropy,15,sqrt,8,10,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.00422028439002856,0.0009317858189117842,0.003037315693177151,0.0007727184489624113
gini,3,,1,2,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.004393875694581058,0.0012296324699139552,0.0028312692290133113,0.0007325672288133924
gini,3,,1,5,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.004286301461307042,0.0008224058240432964,0.002893235863307506,0.001241544483895439
entropy,,log2,8,2,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.0042197325447780555,0.0008900336852309041,0.00305852499666413,0.0011044461017559815
gini,7,,1,10,random,0.8186195826645265,0.38533305275136076,0.8596253993486552,0.003044414234593165,64,0.004583579579287509,0.0016957176049424115,0.0029615314967368234,0.0008588366001789139
entropy,,sqrt,8,5,random,0.8186195826645265,0.38533305275136076,0.8140648144802919,0.010064626291105064,64,0.004465387108620633,0.0018661592808533632,0.0031765437240967973,0.0016713964821575924
gini,3,,4,5,best,0.8186195826645265,0.38533305275136076,0.8203847166237427,0.0010293865630152253,64,0.004342230709559653,0.001010948250921294,0.002921458040730337,0.0006507917626940127
entropy,10,log2,8,10,random,0.8186195826645265,0.38533305275136076,0.8141938447404685,0.009624465275630299,64,0.004218851965082209,0.001069308906914462,0.00306112425667899,0.0010975352546778064
gini,10,,2,20,best,0.8186195826645265,0.38533305275136076,0.8739632418594808,0.002586809262636577,64,0.005391491741468206,0.0013362100406565163,0.0030756754438911547,0.0012500145392196833
entropy,7,log2,1,5,random,0.8186195826645265,0.38533305275136076,0.8420721227542284,0.0038110445446004407,64,0.004386397464317456,0.0013123137225304676,0.003058993797241015,0.0005276906613168548
gini,5,,4,20,best,0.8186195826645265,0.38533305275136076,0.8377599314591259,0.0012643754134802213,64,0.004788092969891348,0.0008147872924829357,0.002929999778588358,0.000845043458005746
entropy,10,,8,20,random,0.8186195826645265,0.38533305275136076,0.8311277760860476,0.0014533046570507024,64,0.0045103839274202836,0.0012347965764565256,0.003099661577570687,0.0012884861863433682
entropy,15,,4,10,random,0.8186195826645265,0.38533305275136076,0.8482888006895378,0.003778009543386631,64,0.00467389276666779,0.0011522389383757832,0.0030672420085337535,0.0008978956218356359
entropy,7,sqrt,1,5,random,0.8186195826645265,0.38533305275136076,0.8420721227542284,0.0038110445446004407,64,0.004392275649510073,0.0012389543081021436,0.0031068233196080977,0.0009561234064385225
gini,,,2,20,best,0.8170144462279294,0.38665467911664964,0.880285724608135,0.003534362820193224,104,0.005188895266855892,0.001212592643413479,0.002965020521111894,0.001090753721588873
gini,15,,2,20,best,0.8170144462279294,0.38665467911664964,0.880285724608135,0.003534362820193224,104,0.005495843305633692,0.0010144077537303565,0.0030993462374275414,0.0013101971137059463
gini,7,,2,10,best,0.8170144462279294,0.38665467911664964,0.8650575733020908,0.0013728965204870451,104,0.005132437135013684,0.0008293364300765851,0.0030303843331375246,0.0008834688692786044
gini,5,,2,20,best,0.8170144462279294,0.38665467911664964,0.8379508962441871,0.001737569603321032,104,0.004833289937835252,0.0012899915040973078,0.003015024895461375,0.0010316303997007156
gini,,,4,2,best,0.8154093097913323,0.3879651624784826,0.8890133314064814,0.0019497663521914523,108,0.005358476317330693,0.0011719071030483394,0.0029910276636457367,0.0007859560874828281
gini,7,,1,10,best,0.8154093097913323,0.38796516247848256,0.8791941286070409,0.0014540101648048735,108,0.00527160240406018,0.001360070183365599,0.0029635046687975742,0.0008165275230815498
gini,15,,4,2,best,0.8154093097913323,0.3879651624784826,0.8890133314064814,0.0019497663521914523,108,0.005620156972404468,0.0013106220853968244,0.003105267667081536,0.0012593334796984152
gini,15,,4,5,best,0.8154093097913323,0.3879651624784826,0.8890133314064814,0.0019497663521914523,108,0.005565011482177538,0.0009985508668328925,0.003001306068457149,0.0009195753169312263
gini,5,,4,10,best,0.8154093097913323,0.38796516247848256,0.8377599314591259,0.0012643754134802213,108,0.004916454012091623,0.0013290863530123823,0.003019783699684694,0.0009432203094512711
entropy,10,sqrt,2,10,best,0.8154093097913323,0.38796516247848256,0.8614989187264197,0.006326937726300797,108,0.004653500898309159,0.001173887526069117,0.003112819374660045,0.0013121982504904406
entropy,10,log2,2,10,best,0.8154093097913323,0.38796516247848256,0.8614989187264197,0.006326937726300797,108,0.00480288601993175,0.0012881732704732385,0.0031758916129269914,0.0013082896618421755
gini,,,4,5,best,0.8154093097913323,0.3879651624784826,0.8890133314064814,0.0019497663521914523,108,0.005487015695097359,0.0018005024479914064,0.002926108542453037,0.0005508444717009617
gini,,,4,10,best,0.8138041733547352,0.38926461537770335,0.8858417676113403,0.002030734624150484,116,0.0053738548897242664,0.0014403870242261372,0.0030273966383589598,0.0010009891675407578
entropy,5,sqrt,2,5,random,0.8138041733547352,0.38926461537770335,0.8168441262844963,0.0024849124412372556,116,0.004208958550785365,0.0011936507805047764,0.0030716384012090645,0.000999927023246628
entropy,5,sqrt,2,2,random,0.8138041733547352,0.38926461537770335,0.8168441262844963,0.0024849124412372556,116,0.004192441080010722,0.0010955328039927881,0.0031133302716152625,0.0013887303402440872
entropy,15,,8,20,random,0.8138041733547352,0.38926461537770335,0.8189963510242422,0.002865657214100837,116,0.004526796157249095,0.001154482276847511,0.0030989689007999426,0.001332275109797203
gini,5,,8,2,best,0.8138041733547352,0.38926461537770335,0.8377831569059575,0.0013642983914519558,116,0.0047965122455578555,0.0010053512083554247,0.003017851858613579,0.001190355245462786
gini,5,,2,10,best,0.8138041733547352,0.38926461537770335,0.8379508962441871,0.001737569603321032,116,0.004928800879856556,0.0011418179635082901,0.0030525082761173644,0.0011597817514164357
gini,5,,4,2,best,0.8138041733547352,0.38926461537770335,0.8378270271944175,0.001100155310174755,116,0.0048718850455735695,0.0013012753955664326,0.0029577229225807742,0.0008088637232759543
gini,10,,1,20,best,0.8138041733547352,0.38926461537770335,0.8788689723513959,0.0024900740876806233,116,0.005448654413605961,0.001249484587960244,0.0030252210209878645,0.0008633562632160415
gini,5,,4,5,best,0.8138041733547352,0.38926461537770335,0.8378270271944175,0.001100155310174755,116,0.004930638578117946,0.0013545024983262924,0.0029697609560064863,0.0006424701348634584
gini,5,log2,2,5,random,0.8138041733547352,0.38926461537770335,0.8168441262844963,0.0024849124412372556,116,0.0041861499676160985,0.0014976113338435976,0.0029535511714880195,0.0008117655073975495
gini,5,log2,2,2,random,0.8138041733547352,0.38926461537770335,0.8168441262844963,0.0024849124412372556,116,0.00410432034855287,0.001425349998099793,0.0029407871668832453,0.0008454770238110039
gini,5,sqrt,2,5,random,0.8138041733547352,0.38926461537770335,0.8168441262844963,0.0024849124412372556,116,0.004005589798977823,0.0012296913588106912,0.002995820910360419,0.0010433098879211464
gini,5,sqrt,2,2,random,0.8138041733547352,0.38926461537770335,0.8168441262844963,0.0024849124412372556,116,0.0039812129343684945,0.0009511450529531706,0.0029178373694993902,0.0010297372689721462
gini,5,,8,5,best,0.8138041733547352,0.38926461537770335,0.8377831569059575,0.0013642983914519558,116,0.004793530291194518,0.001157761575805004,0.002987979885854461,0.000982236229722362
gini,5,,8,10,best,0.8138041733547352,0.38926461537770335,0.8377831569059575,0.0013642983914519558,116,0.004991289126547726,0.0018692691576744397,0.003005757186424292,0.0008606055998943761
gini,5,,8,20,best,0.8138041733547352,0.38926461537770335,0.8377831569059575,0.0013642983914519558,116,0.004827155347429156,0.0013598145733757095,0.002947774017603401,0.0009241017105478312
gini,15,,8,20,random,0.8138041733547352,0.38926461537770335,0.8189189328681361,0.002817106178664314,116,0.004502849441087456,0.0012285908659208774,0.0029924891733625726,0.0009252583846257779
entropy,5,log2,2,5,random,0.8138041733547352,0.38926461537770335,0.8168441262844963,0.0024849124412372556,116,0.004239129790524992,0.0012689210864164483,0.003065371015864046,0.0010951484845820392
entropy,5,log2,2,2,random,0.8138041733547352,0.38926461537770335,0.8168441262844963,0.0024849124412372556,116,0.004244455365078407,0.0015946222979840246,0.0030144546808821434,0.0005186354618064903
gini,15,,4,10,best,0.8138041733547352,0.38926461537770335,0.8858417676113403,0.002030734624150484,116,0.005671950442833081,0.002349647259279721,0.003099943240611167,0.0011214594018548174
gini,5,log2,1,2,random,0.812199036918138,0.3905531479163714,0.8169628341238588,0.0015130843368478043,136,0.003999300217360593,0.0011093137162635873,0.0029216275743267125,0.0008107966885006521
entropy,10,log2,2,10,random,0.812199036918138,0.3905531479163714,0.8312155166629677,0.003480527589633953,136,0.0043036245036852305,0.0012150980232598666,0.0031648780522721535,0.001508037956738437
gini,5,,1,10,best,0.812199036918138,0.3905531479163714,0.8443507971489475,0.0018085863696103294,136,0.004924059296878919,0.0014116839372773943,0.0029328592707601824,0.0008100273104887671
entropy,7,,2,2,random,0.812199036918138,0.3905531479163714,0.8533209808364257,0.0031435245893498614,136,0.004623755214685039,0.001229566202076802,0.0030089767939780344,0.0005413605037759332
entropy,10,sqrt,2,10,random,0.812199036918138,0.3905531479163714,0.8312155166629677,0.003480527589633953,136,0.004430617413589698,0.001470275737556258,0.0031421747100487184,0.0013383840860683198
entropy,5,sqrt,1,2,random,0.812199036918138,0.3905531479163714,0.8169628341238588,0.0015130843368478043,136,0.004200431738006934,0.001066262925051062,0.0030257629161853086,0.0007314177833576823
gini,,,1,20,best,0.812199036918138,0.3905531479163714,0.8852043581260677,0.003415573078066855,136,0.0051023497053363735,0.0010606307836610535,0.002959671219508874,0.0013929008828180373
entropy,5,sqrt,1,5,random,0.812199036918138,0.3905531479163714,0.8169628341238588,0.0015130843368478043,136,0.0041551995621829695,0.0007090248136149498,0.003060511945721426,0.0007888316372051927
entropy,5,log2,1,5,random,0.812199036918138,0.3905531479163714,0.8169628341238588,0.0015130843368478043,136,0.004165263275464886,0.0009282850537051627,0.0030474291567243695,0.0010250816518528314
gini,5,sqrt,1,2,random,0.812199036918138,0.3905531479163714,0.8169628341238588,0.0015130843368478043,136,0.003994048502816434,0.0010186875687320305,0.0029294008619329902,0.0009514357339293764
gini,5,sqrt,1,5,random,0.812199036918138,0.3905531479163714,0.8169628341238588,0.0015130843368478043,136,0.003970148092670961,0.0008737250477761478,0.00291902640084011,0.0006804961854032362
gini,5,log2,1,5,random,0.812199036918138,0.3905531479163714,0.8169628341238588,0.0015130843368478043,136,0.0040095533643450055,0.0010205771976207353,0.0029379636479801774,0.0009239850782931381
gini,7,,8,5,random,0.812199036918138,0.3905531479163714,0.8295587681222998,0.00441250136862308,136,0.0043899798661135555,0.0011688621751499578,0.002983267004952959,0.0008967954573303935
entropy,5,log2,1,2,random,0.812199036918138,0.3905531479163714,0.8169628341238588,0.0015130843368478043,136,0.0041627221849909945,0.0008181420594311731,0.0031147324637080848,0.0014788110388381669
gini,7,,8,2,random,0.812199036918138,0.3905531479163714,0.8295587681222998,0.00441250136862308,136,0.004320731706450877,0.0007460404954519165,0.0030590431648119688,0.0014572483740360714
gini,7,,8,10,random,0.812199036918138,0.3905531479163714,0.8295587681222998,0.00441250136862308,136,0.004356706888679516,0.0009842040388976616,0.002976218157748349,0.0006572080690737043
gini,7,,1,2,random,0.812199036918138,0.3905531479163714,0.8756922473458475,0.0029344057116968743,136,0.004561658464312362,0.001367383011223846,0.0031292756143389317,0.0019924744545277897
