param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_splitter,mean_test_score,std_test_score,mean_train_score,std_train_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
gini,7,,1,20,random,0.8009630818619583,0.3992758737466518,0.8365315633822443,0.001639848211199906,278,0.004437657458824292,0.001330430995688927,0.0029182656044753367,0.0007104513634560994
gini,15,,1,10,random,0.8009630818619583,0.3992758737466518,0.8729026131208291,0.003304611825618462,278,0.0046824528738545375,0.0008885118754255944,0.0030529085744058723,0.0011188153375367234
gini,,,8,10,best,0.8009630818619583,0.3992758737466518,0.8644227444220219,0.00240105310545132,278,0.005246221349480447,0.001711738961477184,0.0030173754041497246,0.0007912634228266125
gini,,,8,10,random,0.8009630818619583,0.3992758737466518,0.823169189638354,0.0026580484139396743,278,0.004350539386559452,0.0007002312055522266,0.003007671806249726,0.0010736031501896723
gini,10,log2,2,20,best,0.7993579454253612,0.4004807367536003,0.8271665470986256,0.012143592708231933,300,0.0044488271587733086,0.0015735718624814439,0.0030278853390419656,0.0009665547319947948
gini,7,,4,5,random,0.7993579454253612,0.40048073675360024,0.837184456498738,0.0031219180091575545,300,0.004353913602629978,0.0007787541615903576,0.0030607874856523297,0.0011957814799048395
entropy,10,,2,5,random,0.7993579454253612,0.4004807367536003,0.8657982069955045,0.003089964127123685,300,0.004825542673444671,0.0016700680693884612,0.00308232820244509,0.0010959116693722002
entropy,10,,2,20,best,0.7993579454253612,0.4004807367536003,0.8639995251686424,0.0022557412400633567,300,0.005931665962427424,0.0018050323421094608,0.003106388578828227,0.0009876086444600895
entropy,3,,2,2,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.004255052554282101,0.0013790429955134204,0.0030662167703741816,0.0011940231014499795
gini,7,,2,2,best,0.7993579454253612,0.4004807367536003,0.8668201266561035,0.0013428374512120243,300,0.0052465064567700625,0.001158162120431569,0.0030291864998267895,0.0008972726247655042
gini,7,,2,5,best,0.7993579454253612,0.4004807367536003,0.8667530309208117,0.0012849651933829402,300,0.005230941894923129,0.0011372686391723642,0.0030493640593502722,0.0012420802050980202
gini,7,,4,2,random,0.7993579454253612,0.40048073675360024,0.837184456498738,0.0031219180091575545,300,0.004395618101949677,0.000865912669073466,0.0031203860073181445,0.0014975307897700807
entropy,3,,4,5,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.004222287029554144,0.0012428487140563559,0.00305896739133097,0.0020437280840009788
entropy,3,,4,10,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.004274368668827161,0.0012663388733493725,0.0030869607175334117,0.001136666269656647
entropy,3,,4,20,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.0042144050567528984,0.0009083921469613834,0.003135712533280325,0.0012805539845865486
entropy,3,,8,2,random,0.7993579454253612,0.4004807367536003,0.8122300041805803,0.0006886010253122587,300,0.0042546491944388054,0.001127120915684814,0.0030225084834458547,0.0008393972495224641
entropy,3,,1,2,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.004216442904158541,0.0009052038301286701,0.003036571352669362,0.0013262083556316079
entropy,3,,1,5,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.004375156965913972,0.002017272307780474,0.0030279557548020856,0.0009344205669085119
entropy,3,,1,10,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.004227869392015387,0.0012673265656784275,0.003059529186634535,0.0010103128792920888
entropy,3,,1,20,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.004287624818364077,0.0015529544432899807,0.002973153158711392,0.000626153031189683
entropy,3,,2,5,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.0043315967816985055,0.001958497009394028,0.0030903758818992258,0.0009617516240051298
entropy,3,,4,2,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.0041417623982192234,0.0008070043358231873,0.003021387571699164,0.0007973774166242654
entropy,3,,2,20,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.004205622604149685,0.0011296174306627672,0.002966943560212994,0.000605076415768239
entropy,3,,2,10,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.004234955360571798,0.0009384086234194666,0.0030258869091542152,0.0009448380280984242
entropy,3,sqrt,2,2,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.004237480760577402,0.0013139287371007177,0.0031741492055583726,0.0011186685106179368
gini,5,,8,2,random,0.7993579454253612,0.4004807367536003,0.8219201767198444,0.0009848584859950802,300,0.004265871323513564,0.0013460966601041206,0.0030281057709866887,0.001314960494065739
entropy,3,,8,5,random,0.7993579454253612,0.4004807367536003,0.8122300041805803,0.0006886010253122587,300,0.004280146970794825,0.0012002561664132732,0.00305955061751805,0.0011726253181692046
entropy,3,,8,10,random,0.7993579454253612,0.4004807367536003,0.8122300041805803,0.0006886010253122587,300,0.004261110223124154,0.00097317005081145,0.00297005677873786,0.0004620285772513974
gini,5,,8,5,random,0.7993579454253612,0.4004807367536003,0.8219201767198444,0.0009848584859950802,300,0.004276205984394202,0.0014273074376060188,0.0029740069498028457,0.0010437901116021335
entropy,3,sqrt,2,20,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.004136082831393467,0.0012017977965051029,0.003007690558272801,0.0008161074314220532
entropy,3,sqrt,2,10,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.004204254854548227,0.0010673195889103117,0.003125826772870451,0.0012257764474299286
entropy,3,sqrt,2,5,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.004342380343049908,0.00131456962262075,0.003241485424256057,0.001062350624752662
gini,5,,8,10,random,0.7993579454253612,0.4004807367536003,0.8219201767198444,0.0009848584859950802,300,0.004242270945737297,0.0010987149489355673,0.002995396885022306,0.0010184849832583255
entropy,3,,8,20,random,0.7993579454253612,0.4004807367536003,0.8122300041805803,0.0006886010253122587,300,0.004324350464210081,0.0015641209781117563,0.003133405651747702,0.0011864206283836453
entropy,,,2,10,random,0.7993579454253612,0.4004807367536003,0.868962028975035,0.005240657060042579,300,0.004798677912875891,0.0011349442113488528,0.00303856786908537,0.0007518064408127887
entropy,5,,8,10,random,0.7993579454253612,0.4004807367536003,0.8219098542990304,0.0009370404564632449,300,0.0045674122738417235,0.0013870663079670641,0.003130348306597714,0.0013830915705914447
gini,3,,4,2,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.004002309343022673,0.0009150637172802036,0.002951972557300549,0.0013338566375880104
gini,3,,2,20,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.003949669735389575,0.0008433697965932131,0.0029118466721683215,0.0009136045604785601
gini,3,,2,10,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.003996325916884225,0.0010680244530044613,0.002931874980895898,0.001496930595162007
gini,3,,2,5,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.00406794525073007,0.0014053001122009523,0.0028637515599233953,0.0008480891481424949
gini,3,,2,2,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.003993539902027308,0.0012938050635419214,0.002808864771076037,0.0005824371034535705
gini,3,,1,20,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.0039551923975324555,0.001157328617461452,0.0028606865608864383,0.0007754502470955787
gini,15,,2,20,random,0.7993579454253612,0.4004807367536003,0.8437004846376573,0.002951939391594709,300,0.004629792600726622,0.0010759915643046725,0.0030709013318938965,0.0013484860603036
gini,3,,1,10,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.00398547500132749,0.000970047584593891,0.002829554375637783,0.0009605645330348549
gini,3,,1,5,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.0039991184375450664,0.0011263854992264377,0.002877752049968101,0.0009054869286111602
gini,3,,1,2,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.004025403033481555,0.0010675433132775042,0.0029169962073214363,0.0011297814745236483
gini,3,,8,10,random,0.7993579454253612,0.4004807367536003,0.8122300041805803,0.0006886010253122587,300,0.003995595353372981,0.0009022175624103041,0.002889219486120233,0.0013488838679597583
gini,3,,8,20,random,0.7993579454253612,0.4004807367536003,0.8122300041805803,0.0006886010253122587,300,0.003984897898249986,0.000932760323631369,0.002861358572162365,0.0006991580282012882
gini,3,sqrt,2,2,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.004073164436254609,0.0017869812964092639,0.0030470759298407246,0.0012715296920138136
gini,3,,4,5,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.003962728031948328,0.0010564340814320416,0.0028156763477845902,0.0006639905186020383
gini,3,,4,20,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.003938030086780627,0.0008031302251518567,0.0028583536561381183,0.0007882011051493431
gini,3,,4,10,random,0.7993579454253612,0.4004807367536003,0.8122325847857839,0.0006963427348940002,300,0.003994179384283614,0.0008329810946582848,0.002895103029033728,0.0012759136147215422
gini,3,sqrt,2,10,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.003926544663994117,0.0012596630186569222,0.002863463391078992,0.0007384818703284372
gini,3,sqrt,2,5,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.003913669678028284,0.0014190694319480093,0.002888115795619224,0.0010012000810046729
gini,3,sqrt,2,20,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.0038925759482345457,0.0011689659042133198,0.002857339898809001,0.0008022258631567179
gini,3,,8,2,random,0.7993579454253612,0.4004807367536003,0.8122300041805803,0.0006886010253122587,300,0.0041379109622961445,0.001460300258660666,0.00289799849447431,0.0011315371008299173
gini,3,,8,5,random,0.7993579454253612,0.4004807367536003,0.8122300041805803,0.0006886010253122587,300,0.004043744808215391,0.0010443072790538765,0.0028847354564391207,0.00087853477135069
gini,3,log2,2,5,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.00389009876771685,0.0008643049075763882,0.0029730647563168938,0.001536764859894083
gini,3,log2,2,2,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.003938033531029764,0.0011980089095819301,0.0029121199159331344,0.0008307076534845862
entropy,15,sqrt,2,10,best,0.7993579454253612,0.4004807367536003,0.8593492745918774,0.007144082864785388,300,0.005006764903305813,0.0010716596750584186,0.003218437657118992,0.001052828600767677
entropy,3,log2,2,2,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.004133751457422541,0.0014129154951271347,0.003074900105141139,0.0009642645718326738
gini,3,log2,2,20,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.003938739219408357,0.0011449433410912649,0.0029387033961557844,0.000996057499340417
gini,3,log2,2,10,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.003947606247462584,0.0013393872259290594,0.002934933091434583,0.0012121731629002974
entropy,3,log2,2,5,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.004175408885337377,0.0013353840143014851,0.003112290491070449,0.000984131357515354
entropy,7,,1,10,random,0.7993579454253612,0.40048073675360024,0.8428643685517127,0.00427179732317025,300,0.004642808800907043,0.0015523485396567401,0.0030059825933955453,0.0004881494796919084
gini,10,,2,10,random,0.7993579454253612,0.4004807367536003,0.8557467497277461,0.002320671555400018,300,0.004650820124398074,0.0015682924741677819,0.0030095803029655836,0.0009533313024810761
entropy,3,log2,2,10,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.004159083144431321,0.0014046308997084714,0.0030373929974355438,0.0009607858767933454
entropy,3,log2,2,20,random,0.7993579454253612,0.4004807367536003,0.8025578958777413,0.0006640033087805118,300,0.004058568473803672,0.0007909188614212245,0.003082931711432639,0.0011297005740455587
entropy,5,,8,10,best,0.7993579454253612,0.4004807367536003,0.8377728344851436,0.001248015468221872,300,0.005738019560542956,0.0030689820028655863,0.0032875537872314453,0.0016446638805782576
entropy,15,log2,2,10,best,0.7993579454253612,0.4004807367536003,0.8593492745918774,0.007144082864785388,300,0.004842109511790268,0.0009680772634986552,0.0030083671618809094,0.00044239284124694353
entropy,5,,8,20,best,0.7993579454253612,0.4004807367536003,0.8377728344851436,0.001248015468221872,300,0.005243161708164368,0.0012487346092677552,0.003205657196657233,0.0015480586630828238
entropy,5,,8,5,random,0.7993579454253612,0.4004807367536003,0.8219098542990304,0.0009370404564632449,300,0.004757731913754875,0.002226713370870971,0.0034801508412123875,0.0029533149386620746
entropy,5,,8,5,best,0.7993579454253612,0.4004807367536003,0.8377728344851436,0.001248015468221872,300,0.005359338145003464,0.0015386737118989404,0.0031447234544095793,0.0008134884487749794
entropy,5,,8,2,random,0.7993579454253612,0.4004807367536003,0.8219098542990304,0.0009370404564632449,300,0.005144234836388553,0.0033834564418665464,0.0033616663747576226,0.0021894023767978768
entropy,5,,8,2,best,0.7993579454253612,0.4004807367536003,0.8377728344851436,0.001248015468221872,300,0.005299098992998298,0.0016223029440288756,0.0030457851018033098,0.0007947104975072096
gini,10,sqrt,2,20,best,0.7993579454253612,0.4004807367536003,0.8271665470986256,0.012143592708231933,300,0.004402206185158719,0.0008670611557103018,0.0031025264274633906,0.0016911532950817647
entropy,7,log2,2,5,random,0.797752808988764,0.4016755714993141,0.8143615840786981,0.003639738493525981,372,0.004316155447431782,0.0012035263133689546,0.0030309832497928918,0.0008646538302395686
entropy,5,,2,10,best,0.797752808988764,0.4016755714993141,0.840887624965807,0.0009408491616531155,372,0.005273405277135858,0.0016711051342201925,0.003051751689390424,0.00103558172930088
entropy,10,,4,20,random,0.797752808988764,0.4016755714993141,0.8263897849323623,0.004960492459159882,372,0.004576590049706914,0.0012647291167877262,0.003130371268258623,0.0013900272325538122
entropy,5,,4,20,best,0.797752808988764,0.4016755714993141,0.8408850443606033,0.0009343501578622326,372,0.005267301684971988,0.0011637837968682468,0.0030544757077628883,0.0005164100822686282
entropy,5,,2,20,best,0.797752808988764,0.4016755714993141,0.840887624965807,0.0009408491616531155,372,0.005329336438860212,0.001595306856469215,0.0031287260652545176,0.0010123808616723823
entropy,5,,4,10,best,0.797752808988764,0.4016755714993141,0.8408850443606033,0.0009343501578622326,372,0.005462982490012963,0.0017362098723338764,0.0030979329471986137,0.001099252844605328
entropy,5,,4,2,best,0.797752808988764,0.4016755714993141,0.8409056892022319,0.0008967593799517521,372,0.005326585631883355,0.001073680420103617,0.0031100586176301273,0.001072967006149739
entropy,5,,4,5,best,0.797752808988764,0.4016755714993141,0.8409056892022319,0.0008967593799517521,372,0.0052231406706294125,0.0010095514396911362,0.00311019370873514,0.0012597882026850183
gini,15,,8,20,best,0.797752808988764,0.4016755714993141,0.8597957192920885,0.0018061618764073557,372,0.005398593783187254,0.00163771369466251,0.003038996486755665,0.0009304701905604445
gini,7,log2,2,5,random,0.797752808988764,0.4016755714993141,0.8143590034734945,0.003624926444098225,372,0.0041689761760338164,0.0011491619721553748,0.002999556389895909,0.001155279506731496
entropy,7,,2,10,random,0.797752808988764,0.4016755714993141,0.837654126645781,0.004234913882645392,372,0.004580508074446627,0.0012822362597067786,0.003146529006345697,0.0014367234064218714
entropy,10,,4,2,random,0.797752808988764,0.4016755714993141,0.8441391875222578,0.003594470879921916,372,0.004647664809494876,0.0010647396569482123,0.0030814185379787586,0.0008625520650830135
gini,7,log2,1,2,random,0.797752808988764,0.4016755714993141,0.832859362177618,0.0018546527908604124,372,0.004196706208524505,0.001082876569050746,0.0029604706680028433,0.0009134697868676007
gini,,,8,20,best,0.797752808988764,0.4016755714993141,0.8597957192920885,0.0018061618764073557,372,0.005206922849529627,0.0012938080404577494,0.0030248023533706297,0.0008660801706797096
gini,7,sqrt,1,2,random,0.797752808988764,0.4016755714993141,0.832859362177618,0.0018546527908604124,372,0.0041013207902495016,0.0007616740602185384,0.003014314997444949,0.00136384602882938
gini,7,sqrt,2,5,random,0.797752808988764,0.4016755714993141,0.8143590034734945,0.003624926444098225,372,0.004371100788514457,0.0012037383252342698,0.0031949562972851016,0.0010671044868470867
entropy,7,sqrt,2,5,random,0.797752808988764,0.4016755714993141,0.8143615840786981,0.003639738493525981,372,0.004223307675381534,0.001005485353201985,0.003099957782996409,0.001100962485536343
entropy,10,,4,5,random,0.797752808988764,0.4016755714993141,0.8441391875222578,0.003594470879921916,372,0.004708712211964027,0.0014239766149024286,0.003074267128688757,0.0009900985348434786
entropy,7,,2,20,random,0.797752808988764,0.4016755714993141,0.8354477091967606,0.0028935294047820978,372,0.00494263107091619,0.002906516345667242,0.0033169864268785113,0.0021372149407348244
entropy,7,log2,1,2,random,0.7961476725521669,0.4028604672115825,0.8262839801190174,0.004901378456619091,391,0.004406996753012962,0.0015762343729169832,0.003036214298842233,0.0007577607830450357
entropy,7,sqrt,1,2,random,0.7961476725521669,0.4028604672115825,0.8262839801190174,0.004901378456619091,391,0.00421485969763889,0.0009432721873847307,0.00303947791624605,0.0011494321230218778
entropy,,,4,2,best,0.7961476725521669,0.4028604672115825,0.8890417180637203,0.0010965902184512898,391,0.0061235205893723195,0.0016085617525991246,0.0030828823438616855,0.0008564666676175876
entropy,,,4,5,best,0.7961476725521669,0.4028604672115825,0.8890417180637203,0.0010965902184512898,391,0.006080472832889465,0.0015928264593327685,0.0030936356723595586,0.000787007189464315
entropy,7,,4,5,random,0.7961476725521669,0.4028604672115824,0.8377728344851433,0.0033651171013637437,391,0.004754772921052446,0.0025694230261419523,0.0031729062143145176,0.001271161561539886
entropy,10,,2,10,best,0.7961476725521669,0.4028604672115825,0.8871243283974959,0.0018744539919856263,391,0.006010287454767365,0.0011859106133194498,0.003071955272129604,0.0007505094256675765
gini,15,,1,20,random,0.7961476725521669,0.4028604672115825,0.8578060726801647,0.003658364455484152,391,0.004602199955507037,0.0008907970971139866,0.003079479808409371,0.0014675549250471067
entropy,10,,4,10,random,0.7961476725521669,0.4028604672115825,0.8443637001749651,0.002642847165450096,391,0.0046130171939611055,0.0011463331718645287,0.0030922426649311,0.0014345455299768829
entropy,10,log2,2,5,random,0.7961476725521669,0.4028604672115825,0.8281162098135254,0.004166476410344417,391,0.0042975446385709664,0.001262273390730466,0.003059845674860726,0.0007486734701873659
entropy,15,,4,2,best,0.7961476725521669,0.4028604672115825,0.8890417180637203,0.0010965902184512898,391,0.00615183576152183,0.0015369871806074089,0.0030237951018454367,0.00047418475908497174
gini,10,,1,20,random,0.7961476725521669,0.4028604672115824,0.8451740102088744,0.00313525371888863,391,0.004545057183475402,0.0013906426514422182,0.002978998049495691,0.0006588059455071306
entropy,15,,4,5,best,0.7961476725521669,0.4028604672115825,0.8890417180637203,0.0010965902184512898,391,0.006073589692337746,0.0010918088503102286,0.0031049002805069973,0.0012463191633473967
entropy,7,,4,2,random,0.7961476725521669,0.4028604672115824,0.8377728344851433,0.0033651171013637437,391,0.004576799000821183,0.0014570201509939425,0.0035733334708175535,0.003500017339791573
entropy,10,sqrt,2,5,random,0.7961476725521669,0.4028604672115825,0.8281162098135254,0.004166476410344417,391,0.004326727761502825,0.0013240690485973997,0.003093601995256892,0.001264189007089984
entropy,7,,4,20,random,0.7961476725521669,0.4028604672115824,0.8207047116689807,0.00227133429688751,391,0.004838649572185682,0.00211884392087143,0.0032015684902380976,0.0014395699258947885
entropy,,,2,10,best,0.7945425361155698,0.4040355113336057,0.9100349413944561,0.002342780230085737,406,0.006353665316659796,0.0016703044052690632,0.0031327500963287598,0.0011737824028796723
gini,10,log2,2,20,random,0.7945425361155698,0.4040355113336057,0.8204260063069991,0.0026148777310346424,406,0.004203636803175435,0.0015024406584075232,0.003006806151633469,0.0007503367568886733
gini,10,log2,2,5,random,0.7945425361155698,0.40403551133360577,0.8280929843666937,0.004224062111925711,406,0.004206706777238923,0.0014951006527315672,0.002954444762791715,0.0007229842551161624
entropy,10,,4,5,best,0.7945425361155698,0.4040355113336057,0.8857617688500306,0.0012995134536764343,406,0.005985783918328691,0.001217696180626232,0.0031611065994679066,0.0013981886507207345
entropy,10,sqrt,2,20,random,0.7945425361155698,0.4040355113336057,0.8201885906282742,0.002228113123530604,406,0.004412228567450999,0.0019514562035417727,0.0030808651619508597,0.0007747398698232982
entropy,10,,4,2,best,0.7945425361155698,0.4040355113336057,0.8857617688500306,0.0012995134536764343,406,0.0060038168587233055,0.0015140294519024652,0.0030227208788092597,0.0005452797820278177
gini,,log2,1,5,random,0.7945425361155698,0.40403551133360577,0.8967809530691135,0.002693397814533733,406,0.0042700840229016055,0.0010821033152112129,0.0028987458965368867,0.0009360169815064218
gini,,,1,5,best,0.7945425361155698,0.4040355113336057,0.9438408695607294,0.001434565836951365,406,0.005793581422221029,0.0018234161428809137,0.0030205506191590434,0.001070934878925009
gini,,sqrt,1,5,random,0.7945425361155698,0.40403551133360577,0.8967809530691135,0.002693397814533733,406,0.004427431483138622,0.00121391797647525,0.003000128517946883,0.001186433049740689
gini,10,sqrt,2,20,random,0.7945425361155698,0.4040355113336057,0.8204260063069991,0.0026148777310346424,406,0.0041564739343634,0.0009342107126110381,0.0030329996663150207,0.001293141094320555
gini,10,sqrt,2,5,random,0.7945425361155698,0.40403551133360577,0.8280929843666937,0.004224062111925711,406,0.004165709497075211,0.0011050085478580445,0.002987628955136907,0.0010535517071215412
entropy,10,log2,2,20,random,0.7945425361155698,0.4040355113336057,0.8201885906282742,0.002228113123530604,406,0.004421024414356409,0.0018514879076206834,0.0033126715480994258,0.0023396740354381046
entropy,15,,2,2,random,0.7929373996789727,0.40520078957144423,0.880419916078719,0.004431140355118002,418,0.004901174940228654,0.0011871172161604534,0.0030616558191290254,0.0007205158527097053
entropy,15,,2,10,best,0.7929373996789727,0.40520078957144423,0.9039240682724913,0.002122547387716065,418,0.006287622987554314,0.0011943353704378693,0.0031397013564745074,0.0012837601650397164
gini,15,log2,1,10,random,0.7929373996789727,0.40520078957144423,0.8490681434610046,0.003425335188040739,418,0.004306679169974779,0.001021430466353655,0.003049493410040058,0.0013601844154021649
entropy,7,sqrt,1,10,random,0.7929373996789727,0.40520078957144423,0.8349780390497181,0.010569603842164441,418,0.004178630789057209,0.0006223760452120138,0.0031013852329162305,0.001332599816721927
entropy,7,,8,20,best,0.7929373996789727,0.40520078957144423,0.8493649130594108,0.0013264059712146347,418,0.005475936693708931,0.0015247906913113303,0.0030609803636039625,0.0007359649609331451
entropy,7,log2,1,10,random,0.7929373996789727,0.40520078957144423,0.8349780390497181,0.010569603842164441,418,0.004253102343882259,0.001476908508558127,0.0029943284024013563,0.0005565796035532333
entropy,5,,1,10,best,0.7929373996789727,0.40520078957144423,0.8472926870809742,0.0010342851890842025,418,0.005386994317484897,0.0015223224569301432,0.0030586111028925375,0.0006394479523286969
gini,15,sqrt,1,10,random,0.7929373996789727,0.40520078957144423,0.8490681434610046,0.003425335188040739,418,0.00424349441956938,0.0008599566886279788,0.0029887135109204926,0.0008258970594056229
entropy,15,sqrt,2,5,best,0.7929373996789727,0.40520078957144423,0.8868223975886825,0.004161956997944215,418,0.005120271664369929,0.0010648819125873505,0.0031997640863850258,0.0005918556054728702
entropy,15,log2,2,5,best,0.7929373996789727,0.40520078957144423,0.8868223975886825,0.004161956997944215,418,0.004883066226353041,0.0010653804276207727,0.003143689414279993,0.0015342893200715022
gini,15,,2,5,random,0.7913322632423756,0.406356385939824,0.8873462604449995,0.004723144874839044,428,0.004715333589581387,0.0008025430963998418,0.002946475152984668,0.0007452024102622342
gini,10,,2,5,random,0.7913322632423756,0.406356385939824,0.8687839672159914,0.0035322782562263433,428,0.00475698910402448,0.00153856502852396,0.003136380717612767,0.0012350278334046956
entropy,,log2,2,20,random,0.7913322632423756,0.406356385939824,0.8138970751420624,0.005836619317864984,428,0.004232885749535231,0.0009386640072670024,0.0030553402142960992,0.0011279372626341023
entropy,,,1,10,best,0.7913322632423756,0.406356385939824,0.9290514211392855,0.002890985103737175,428,0.006924170360901956,0.0020898934363649782,0.003476104231171585,0.001848011606927726
gini,10,,1,10,random,0.7913322632423756,0.406356385939824,0.8581183259097924,0.0039100350382683625,428,0.004660371792641727,0.0015679569967070514,0.0030291497611693355,0.0010563432315238278
entropy,7,,8,2,best,0.7913322632423756,0.406356385939824,0.8493649130594108,0.0013264059712146347,428,0.0062957762906486305,0.0035154723026899377,0.0035296171473079086,0.00269500263199072
gini,7,,2,10,random,0.7913322632423756,0.406356385939824,0.8368076881390222,0.00268353163301506,428,0.004959153899411711,0.0029454458018007665,0.003328862197900469,0.0024299695151054923
gini,,,4,2,random,0.7913322632423756,0.406356385939824,0.8459817396375798,0.003912677492529927,428,0.004488375175439336,0.0015676568954096195,0.0029784798813478524,0.001097466867415097
entropy,5,,2,5,best,0.7913322632423756,0.406356385939824,0.8424876001919971,0.0008891074422650978,428,0.005532597653555832,0.0016835077301168813,0.0031512751816555164,0.0009299875651328485
entropy,,sqrt,2,20,random,0.7913322632423756,0.406356385939824,0.8138970751420624,0.005836619317864984,428,0.004590572935811589,0.0021928216632413696,0.0036009747182193957,0.002748393440630754
entropy,5,,1,20,best,0.7913322632423756,0.4063563859398239,0.8440849948129837,0.0009526173994137163,428,0.005335387601898341,0.001750832049072019,0.003172455400372011,0.0014274603448649861
entropy,5,,2,2,best,0.7913322632423756,0.406356385939824,0.8424876001919971,0.0008891074422650978,428,0.005368124041855813,0.0013453440358543673,0.0030919353613692723,0.000764804244889123
entropy,,,4,2,random,0.7913322632423756,0.4063563859398239,0.8399069949884647,0.006064288254976532,428,0.004788847643146545,0.001441994669241824,0.003097281984111853,0.001176362114305469
entropy,7,,8,10,best,0.7913322632423756,0.406356385939824,0.8493649130594108,0.0013264059712146347,428,0.005588916101960845,0.0014888256173156752,0.003147168488602003,0.0012400334036435977
entropy,7,,8,5,best,0.7913322632423756,0.406356385939824,0.8493649130594108,0.0013264059712146347,428,0.005821043185973435,0.0028497602668041125,0.003348416348330282,0.002532784664424106
entropy,,,4,5,random,0.7913322632423756,0.4063563859398239,0.8399069949884647,0.006064288254976532,428,0.0047692437424514305,0.0013034063888710788,0.003058862533079487,0.0008126674305504547
gini,,,2,5,random,0.7913322632423756,0.406356385939824,0.8819992464632805,0.005044343257155553,428,0.004603559285832829,0.001557527071826047,0.0029401312287699543,0.0010194542057912327
gini,,,4,5,random,0.7913322632423756,0.406356385939824,0.8459817396375798,0.003912677492529927,428,0.004455210883200264,0.0010221703605872835,0.002936287064039497,0.0008835467208884419
entropy,5,,1,2,best,0.7897271268057785,0.40750238280636886,0.851989388551403,0.0010516274922571156,446,0.005320360725611018,0.00101158930492091,0.0031454597583360504,0.001598164960205744
entropy,7,sqrt,2,20,random,0.7897271268057785,0.40750238280636886,0.8091048912791029,0.002237630257307272,446,0.0043184998330105554,0.0014809964805797026,0.0030749762613164863,0.0011265273967790478
entropy,7,sqrt,4,20,random,0.7897271268057785,0.40750238280636886,0.7930432044923176,0.002487673969291012,446,0.004221059728778576,0.0011693755595994213,0.003101421206184987,0.0011218318557095568
entropy,15,,4,10,best,0.7897271268057785,0.40750238280636886,0.8829747152302158,0.0012808955522611019,446,0.0060064302784290586,0.0011279695544646464,0.003113308458037399,0.0012802550998523017
