N_NEIGHBORS	WEIGHTS	DISTANCE	WEIGHTS PARAMS	DIST PARAMS	TRAIN ACC	VAL ACC	CROSS VAL ACC
7	Negative Distance	Minkowski	Empty	4	0.531300	0.471910	0.475120
7	Negative Distance	Minkowski	Empty	5	0.532905	0.471910	0.483146
7	Negative Distance	Minkowski	Empty	6	0.531300	0.477528	0.471910
7	Negative Distance	Minkowski	Empty	7	0.529695	0.477528	0.479936
7	Negative Distance	Minkowski	Empty	8	0.545746	0.483146	0.479936
7	Negative Distance	Minkowski	Empty	9	0.537721	0.483146	0.475120
7	Negative Distance	Minkowski	Empty	10	0.548957	0.505618	0.487961
7	Hump	Minkowski	Empty	1	0.858748	0.758427	0.780096
7	Hump	Minkowski	Empty	2	0.853933	0.758427	0.780096
7	Hump	Minkowski	Empty	3	0.853933	0.758427	0.780096
7	Hump	Minkowski	Empty	4	0.853933	0.758427	0.780096
7	Hump	Minkowski	Empty	5	0.852327	0.764045	0.783307
7	Hump	Minkowski	Empty	6	0.850722	0.764045	0.781701
7	Hump	Minkowski	Empty	7	0.853933	0.764045	0.780096
7	Hump	Minkowski	Empty	8	0.855538	0.764045	0.778491
7	Hump	Minkowski	Empty	9	0.852327	0.764045	0.778491
7	Hump	Minkowski	Empty	10	0.852327	0.752809	0.778491
7	Decay	Minkowski	Empty	1	0.865169	0.764045	0.783307
7	Decay	Minkowski	Empty	2	0.860353	0.764045	0.783307
7	Decay	Minkowski	Empty	3	0.857143	0.764045	0.781701
7	Decay	Minkowski	Empty	4	0.857143	0.764045	0.781701
7	Decay	Minkowski	Empty	5	0.855538	0.764045	0.784912
7	Decay	Minkowski	Empty	6	0.853933	0.764045	0.783307
7	Decay	Minkowski	Empty	7	0.857143	0.764045	0.781701
7	Decay	Minkowski	Empty	8	0.858748	0.764045	0.778491
7	Decay	Minkowski	Empty	9	0.857143	0.764045	0.781701
7	Decay	Minkowski	Empty	10	0.857143	0.752809	0.780096
7	Normalized Negative Distance	Minkowski	Empty	1	0.892456	0.775281	0.781701
7	Normalized Negative Distance	Minkowski	Empty	2	0.898876	0.764045	0.778491
7	Normalized Negative Distance	Minkowski	Empty	3	0.900482	0.764045	0.783307
7	Normalized Negative Distance	Minkowski	Empty	4	0.905297	0.758427	0.783307
7	Normalized Negative Distance	Minkowski	Empty	5	0.905297	0.758427	0.784912
7	Normalized Negative Distance	Minkowski	Empty	6	0.905297	0.758427	0.786517
7	Normalized Negative Distance	Minkowski	Empty	7	0.905297	0.758427	0.786517
7	Normalized Negative Distance	Minkowski	Empty	8	0.903692	0.758427	0.786517
7	Normalized Negative Distance	Minkowski	Empty	9	0.903692	0.758427	0.786517
7	Normalized Negative Distance	Minkowski	Empty	10	0.903692	0.758427	0.784912
8	Always One	Minkowski	Empty	1	0.834671	0.764045	0.804173
8	Always One	Minkowski	Empty	2	0.831461	0.758427	0.794543
8	Always One	Minkowski	Empty	3	0.831461	0.758427	0.792937
8	Always One	Minkowski	Empty	4	0.831461	0.758427	0.794543
8	Always One	Minkowski	Empty	5	0.831461	0.758427	0.794543
8	Always One	Minkowski	Empty	6	0.831461	0.758427	0.794543
8	Always One	Minkowski	Empty	7	0.831461	0.758427	0.792937
8	Always One	Minkowski	Empty	8	0.829856	0.752809	0.792937
8	Always One	Minkowski	Empty	9	0.829856	0.758427	0.791332
8	Always One	Minkowski	Empty	10	0.826645	0.758427	0.788122
8	Inverse Distance	Minkowski	Empty	1	0.977528	0.724719	0.775281
8	Inverse Distance	Minkowski	Empty	2	0.977528	0.713483	0.776886
8	Inverse Distance	Minkowski	Empty	3	0.977528	0.713483	0.773676
8	Inverse Distance	Minkowski	Empty	4	0.977528	0.713483	0.772071
8	Inverse Distance	Minkowski	Empty	5	0.977528	0.719101	0.772071
8	Inverse Distance	Minkowski	Empty	6	0.977528	0.719101	0.772071
8	Inverse Distance	Minkowski	Empty	7	0.977528	0.719101	0.775281
8	Inverse Distance	Minkowski	Empty	8	0.977528	0.719101	0.776886
8	Inverse Distance	Minkowski	Empty	9	0.977528	0.713483	0.775281
8	Inverse Distance	Minkowski	Empty	10	0.977528	0.713483	0.775281
8	Negative Distance	Minkowski	Empty	1	0.504013	0.505618	0.433387
8	Negative Distance	Minkowski	Empty	2	0.497592	0.488764	0.451043
8	Negative Distance	Minkowski	Empty	3	0.507223	0.505618	0.444623
8	Negative Distance	Minkowski	Empty	4	0.507223	0.494382	0.441413
8	Negative Distance	Minkowski	Empty	5	0.513644	0.494382	0.446228
8	Negative Distance	Minkowski	Empty	6	0.502408	0.488764	0.439807
8	Negative Distance	Minkowski	Empty	7	0.510433	0.500000	0.446228
8	Negative Distance	Minkowski	Empty	8	0.516854	0.505618	0.451043
8	Negative Distance	Minkowski	Empty	9	0.507223	0.505618	0.438202
8	Negative Distance	Minkowski	Empty	10	0.518459	0.505618	0.449438
8	Hump	Minkowski	Empty	1	0.861958	0.775281	0.778491
8	Hump	Minkowski	Empty	2	0.863563	0.764045	0.783307
8	Hump	Minkowski	Empty	3	0.861958	0.758427	0.783307
8	Hump	Minkowski	Empty	4	0.860353	0.758427	0.786517
8	Hump	Minkowski	Empty	5	0.860353	0.764045	0.786517
8	Hump	Minkowski	Empty	6	0.858748	0.764045	0.786517
8	Hump	Minkowski	Empty	7	0.858748	0.764045	0.786517
8	Hump	Minkowski	Empty	8	0.860353	0.764045	0.786517
8	Hump	Minkowski	Empty	9	0.860353	0.758427	0.783307
8	Hump	Minkowski	Empty	10	0.857143	0.752809	0.784912
8	Decay	Minkowski	Empty	1	0.866774	0.780899	0.788122
8	Decay	Minkowski	Empty	2	0.869984	0.769663	0.788122
8	Decay	Minkowski	Empty	3	0.866774	0.764045	0.786517
8	Decay	Minkowski	Empty	4	0.865169	0.764045	0.788122
8	Decay	Minkowski	Empty	5	0.865169	0.769663	0.788122
8	Decay	Minkowski	Empty	6	0.863563	0.769663	0.788122
8	Decay	Minkowski	Empty	7	0.863563	0.769663	0.788122
8	Decay	Minkowski	Empty	8	0.865169	0.769663	0.788122
8	Decay	Minkowski	Empty	9	0.865169	0.764045	0.784912
8	Decay	Minkowski	Empty	10	0.861958	0.758427	0.783307
8	Normalized Negative Distance	Minkowski	Empty	1	0.890851	0.775281	0.783307
8	Normalized Negative Distance	Minkowski	Empty	2	0.895666	0.758427	0.778491
8	Normalized Negative Distance	Minkowski	Empty	3	0.898876	0.758427	0.780096
8	Normalized Negative Distance	Minkowski	Empty	4	0.898876	0.758427	0.780096
8	Normalized Negative Distance	Minkowski	Empty	5	0.898876	0.758427	0.780096
8	Normalized Negative Distance	Minkowski	Empty	6	0.898876	0.758427	0.780096
8	Normalized Negative Distance	Minkowski	Empty	7	0.898876	0.758427	0.781701
8	Normalized Negative Distance	Minkowski	Empty	8	0.897271	0.758427	0.781701
8	Normalized Negative Distance	Minkowski	Empty	9	0.897271	0.758427	0.781701
8	Normalized Negative Distance	Minkowski	Empty	10	0.897271	0.758427	0.780096
9	Always One	Minkowski	Empty	1	0.831461	0.758427	0.802568
9	Always One	Minkowski	Empty	2	0.826645	0.752809	0.794543
9	Always One	Minkowski	Empty	3	0.826645	0.758427	0.794543
9	Always One	Minkowski	Empty	4	0.826645	0.758427	0.794543
9	Always One	Minkowski	Empty	5	0.826645	0.758427	0.796148
9	Always One	Minkowski	Empty	6	0.826645	0.758427	0.796148
9	Always One	Minkowski	Empty	7	0.826645	0.758427	0.796148
9	Always One	Minkowski	Empty	8	0.826645	0.758427	0.792937
9	Always One	Minkowski	Empty	9	0.828250	0.752809	0.791332
9	Always One	Minkowski	Empty	10	0.826645	0.747191	0.791332
9	Inverse Distance	Minkowski	Empty	1	0.977528	0.707865	0.776886
9	Inverse Distance	Minkowski	Empty	2	0.977528	0.702247	0.775281
9	Inverse Distance	Minkowski	Empty	3	0.977528	0.691011	0.775281
9	Inverse Distance	Minkowski	Empty	4	0.977528	0.691011	0.775281
9	Inverse Distance	Minkowski	Empty	5	0.977528	0.691011	0.775281
9	Inverse Distance	Minkowski	Empty	6	0.977528	0.691011	0.776886
9	Inverse Distance	Minkowski	Empty	7	0.977528	0.691011	0.778491
9	Inverse Distance	Minkowski	Empty	8	0.977528	0.691011	0.778491
9	Inverse Distance	Minkowski	Empty	9	0.977528	0.691011	0.776886
9	Inverse Distance	Minkowski	Empty	10	0.977528	0.691011	0.776886
9	Negative Distance	Minkowski	Empty	1	0.455859	0.438202	0.383628
9	Negative Distance	Minkowski	Empty	2	0.475120	0.438202	0.406100
9	Negative Distance	Minkowski	Empty	3	0.475120	0.432584	0.407705
9	Negative Distance	Minkowski	Empty	4	0.475120	0.426966	0.409310
9	Negative Distance	Minkowski	Empty	5	0.473515	0.432584	0.407705
9	Negative Distance	Minkowski	Empty	6	0.478331	0.426966	0.407705
9	Negative Distance	Minkowski	Empty	7	0.476726	0.432584	0.410915
9	Negative Distance	Minkowski	Empty	8	0.489567	0.432584	0.414125
9	Negative Distance	Minkowski	Empty	9	0.471910	0.443820	0.409310
9	Negative Distance	Minkowski	Empty	10	0.483146	0.438202	0.410915
9	Hump	Minkowski	Empty	1	0.853933	0.752809	0.802568
9	Hump	Minkowski	Empty	2	0.847512	0.741573	0.800963
9	Hump	Minkowski	Empty	3	0.847512	0.752809	0.799358
9	Hump	Minkowski	Empty	4	0.847512	0.752809	0.800963
9	Hump	Minkowski	Empty	5	0.844302	0.752809	0.799358
9	Hump	Minkowski	Empty	6	0.842697	0.752809	0.799358
9	Hump	Minkowski	Empty	7	0.842697	0.752809	0.796148
9	Hump	Minkowski	Empty	8	0.842697	0.752809	0.792937
9	Hump	Minkowski	Empty	9	0.842697	0.747191	0.791332
9	Hump	Minkowski	Empty	10	0.844302	0.741573	0.791332
9	Decay	Minkowski	Empty	1	0.857143	0.758427	0.805778
9	Decay	Minkowski	Empty	2	0.855538	0.752809	0.800963
9	Decay	Minkowski	Empty	3	0.849117	0.752809	0.799358
9	Decay	Minkowski	Empty	4	0.849117	0.752809	0.799358
9	Decay	Minkowski	Empty	5	0.847512	0.752809	0.799358
9	Decay	Minkowski	Empty	6	0.847512	0.752809	0.799358
9	Decay	Minkowski	Empty	7	0.847512	0.752809	0.799358
9	Decay	Minkowski	Empty	8	0.847512	0.752809	0.796148
9	Decay	Minkowski	Empty	9	0.849117	0.747191	0.792937
9	Decay	Minkowski	Empty	10	0.849117	0.741573	0.791332
9	Normalized Negative Distance	Minkowski	Empty	1	0.889246	0.775281	0.791332
9	Normalized Negative Distance	Minkowski	Empty	2	0.892456	0.758427	0.783307
9	Normalized Negative Distance	Minkowski	Empty	3	0.894061	0.758427	0.780096
9	Normalized Negative Distance	Minkowski	Empty	4	0.894061	0.758427	0.780096
9	Normalized Negative Distance	Minkowski	Empty	5	0.894061	0.758427	0.780096
9	Normalized Negative Distance	Minkowski	Empty	6	0.894061	0.758427	0.778491
9	Normalized Negative Distance	Minkowski	Empty	7	0.894061	0.758427	0.778491
9	Normalized Negative Distance	Minkowski	Empty	8	0.894061	0.758427	0.783307
9	Normalized Negative Distance	Minkowski	Empty	9	0.894061	0.758427	0.783307
9	Normalized Negative Distance	Minkowski	Empty	10	0.894061	0.758427	0.781701
10	Always One	Minkowski	Empty	1	0.836276	0.752809	0.804173
10	Always One	Minkowski	Empty	2	0.829856	0.747191	0.786517
10	Always One	Minkowski	Empty	3	0.829856	0.747191	0.786517
10	Always One	Minkowski	Empty	4	0.829856	0.747191	0.786517
10	Always One	Minkowski	Empty	5	0.829856	0.752809	0.786517
10	Always One	Minkowski	Empty	6	0.829856	0.747191	0.786517
10	Always One	Minkowski	Empty	7	0.831461	0.747191	0.786517
10	Always One	Minkowski	Empty	8	0.828250	0.747191	0.786517
10	Always One	Minkowski	Empty	9	0.829856	0.747191	0.788122
10	Always One	Minkowski	Empty	10	0.828250	0.747191	0.786517
10	Inverse Distance	Minkowski	Empty	1	0.977528	0.707865	0.778491
10	Inverse Distance	Minkowski	Empty	2	0.977528	0.696629	0.775281
10	Inverse Distance	Minkowski	Empty	3	0.977528	0.691011	0.775281
10	Inverse Distance	Minkowski	Empty	4	0.977528	0.691011	0.775281
10	Inverse Distance	Minkowski	Empty	5	0.977528	0.696629	0.772071
10	Inverse Distance	Minkowski	Empty	6	0.977528	0.691011	0.773676
10	Inverse Distance	Minkowski	Empty	7	0.977528	0.696629	0.773676
10	Inverse Distance	Minkowski	Empty	8	0.977528	0.696629	0.773676
10	Inverse Distance	Minkowski	Empty	9	0.977528	0.696629	0.773676
10	Inverse Distance	Minkowski	Empty	10	0.977528	0.696629	0.773676
10	Negative Distance	Minkowski	Empty	1	0.404494	0.443820	0.370787
10	Negative Distance	Minkowski	Empty	2	0.431782	0.415730	0.399679
10	Negative Distance	Minkowski	Empty	3	0.430177	0.415730	0.401284
10	Negative Distance	Minkowski	Empty	4	0.434992	0.404494	0.402889
10	Negative Distance	Minkowski	Empty	5	0.434992	0.410112	0.404494
10	Negative Distance	Minkowski	Empty	6	0.438202	0.404494	0.399679
10	Negative Distance	Minkowski	Empty	7	0.434992	0.410112	0.406100
10	Negative Distance	Minkowski	Empty	8	0.436597	0.421348	0.409310
10	Negative Distance	Minkowski	Empty	9	0.433387	0.421348	0.398074
10	Negative Distance	Minkowski	Empty	10	0.443018	0.415730	0.394864
10	Hump	Minkowski	Empty	1	0.855538	0.752809	0.796148
10	Hump	Minkowski	Empty	2	0.845907	0.747191	0.797753
10	Hump	Minkowski	Empty	3	0.844302	0.741573	0.797753
10	Hump	Minkowski	Empty	4	0.844302	0.747191	0.800963
10	Hump	Minkowski	Empty	5	0.842697	0.752809	0.797753
10	Hump	Minkowski	Empty	6	0.844302	0.747191	0.797753
10	Hump	Minkowski	Empty	7	0.842697	0.752809	0.794543
10	Hump	Minkowski	Empty	8	0.841091	0.752809	0.794543
10	Hump	Minkowski	Empty	9	0.842697	0.752809	0.796148
10	Hump	Minkowski	Empty	10	0.841091	0.752809	0.796148
10	Decay	Minkowski	Empty	1	0.852327	0.752809	0.800963
10	Decay	Minkowski	Empty	2	0.852327	0.747191	0.799358
10	Decay	Minkowski	Empty	3	0.847512	0.741573	0.792937
10	Decay	Minkowski	Empty	4	0.845907	0.741573	0.792937
10	Decay	Minkowski	Empty	5	0.845907	0.747191	0.792937
10	Decay	Minkowski	Empty	6	0.849117	0.741573	0.792937
10	Decay	Minkowski	Empty	7	0.847512	0.747191	0.792937
10	Decay	Minkowski	Empty	8	0.849117	0.747191	0.792937
10	Decay	Minkowski	Empty	9	0.850722	0.747191	0.794543
10	Decay	Minkowski	Empty	10	0.847512	0.747191	0.794543
10	Normalized Negative Distance	Minkowski	Empty	1	0.878010	0.769663	0.796148
10	Normalized Negative Distance	Minkowski	Empty	2	0.884430	0.747191	0.789727
10	Normalized Negative Distance	Minkowski	Empty	3	0.887640	0.747191	0.786517
10	Normalized Negative Distance	Minkowski	Empty	4	0.887640	0.747191	0.788122
10	Normalized Negative Distance	Minkowski	Empty	5	0.889246	0.747191	0.788122
10	Normalized Negative Distance	Minkowski	Empty	6	0.889246	0.747191	0.786517
10	Normalized Negative Distance	Minkowski	Empty	7	0.887640	0.747191	0.786517
10	Normalized Negative Distance	Minkowski	Empty	8	0.887640	0.747191	0.791332
10	Normalized Negative Distance	Minkowski	Empty	9	0.887640	0.747191	0.791332
10	Normalized Negative Distance	Minkowski	Empty	10	0.887640	0.747191	0.791332
11	Always One	Minkowski	Empty	1	0.823435	0.741573	0.796148
11	Always One	Minkowski	Empty	2	0.812199	0.735955	0.786517
11	Always One	Minkowski	Empty	3	0.812199	0.735955	0.788122
11	Always One	Minkowski	Empty	4	0.812199	0.735955	0.788122
11	Always One	Minkowski	Empty	5	0.812199	0.735955	0.788122
11	Always One	Minkowski	Empty	6	0.812199	0.735955	0.788122
11	Always One	Minkowski	Empty	7	0.813804	0.741573	0.789727
11	Always One	Minkowski	Empty	8	0.813804	0.741573	0.789727
11	Always One	Minkowski	Empty	9	0.815409	0.741573	0.791332
11	Always One	Minkowski	Empty	10	0.813804	0.735955	0.792937
11	Inverse Distance	Minkowski	Empty	1	0.977528	0.713483	0.780096
11	Inverse Distance	Minkowski	Empty	2	0.977528	0.702247	0.776886
11	Inverse Distance	Minkowski	Empty	3	0.977528	0.696629	0.778491
11	Inverse Distance	Minkowski	Empty	4	0.977528	0.696629	0.778491
11	Inverse Distance	Minkowski	Empty	5	0.977528	0.696629	0.778491
11	Inverse Distance	Minkowski	Empty	6	0.977528	0.696629	0.778491
11	Inverse Distance	Minkowski	Empty	7	0.977528	0.696629	0.780096
11	Inverse Distance	Minkowski	Empty	8	0.977528	0.696629	0.780096
11	Inverse Distance	Minkowski	Empty	9	0.977528	0.696629	0.780096
11	Inverse Distance	Minkowski	Empty	10	0.977528	0.702247	0.780096
11	Negative Distance	Minkowski	Empty	1	0.390048	0.426966	0.309791
11	Negative Distance	Minkowski	Empty	2	0.418941	0.421348	0.322632
11	Negative Distance	Minkowski	Empty	3	0.418941	0.421348	0.324238
11	Negative Distance	Minkowski	Empty	4	0.422151	0.421348	0.327448
11	Negative Distance	Minkowski	Empty	5	0.423756	0.426966	0.330658
11	Negative Distance	Minkowski	Empty	6	0.426966	0.432584	0.325843
11	Negative Distance	Minkowski	Empty	7	0.422151	0.421348	0.324238
11	Negative Distance	Minkowski	Empty	8	0.423756	0.426966	0.325843
11	Negative Distance	Minkowski	Empty	9	0.418941	0.426966	0.322632
11	Negative Distance	Minkowski	Empty	10	0.422151	0.432584	0.317817
11	Hump	Minkowski	Empty	1	0.849117	0.730337	0.794543
11	Hump	Minkowski	Empty	2	0.842697	0.719101	0.796148
11	Hump	Minkowski	Empty	3	0.839486	0.719101	0.797753
11	Hump	Minkowski	Empty	4	0.837881	0.719101	0.792937
11	Hump	Minkowski	Empty	5	0.834671	0.724719	0.791332
11	Hump	Minkowski	Empty	6	0.837881	0.724719	0.792937
11	Hump	Minkowski	Empty	7	0.834671	0.724719	0.794543
11	Hump	Minkowski	Empty	8	0.834671	0.724719	0.794543
11	Hump	Minkowski	Empty	9	0.834671	0.724719	0.796148
11	Hump	Minkowski	Empty	10	0.836276	0.724719	0.796148
11	Decay	Minkowski	Empty	1	0.850722	0.741573	0.799358
11	Decay	Minkowski	Empty	2	0.842697	0.724719	0.783307
11	Decay	Minkowski	Empty	3	0.841091	0.730337	0.784912
11	Decay	Minkowski	Empty	4	0.837881	0.730337	0.786517
11	Decay	Minkowski	Empty	5	0.836276	0.730337	0.786517
11	Decay	Minkowski	Empty	6	0.839486	0.730337	0.786517
11	Decay	Minkowski	Empty	7	0.837881	0.730337	0.788122
11	Decay	Minkowski	Empty	8	0.837881	0.730337	0.788122
11	Decay	Minkowski	Empty	9	0.839486	0.730337	0.791332
11	Decay	Minkowski	Empty	10	0.839486	0.730337	0.789727
11	Normalized Negative Distance	Minkowski	Empty	1	0.876404	0.769663	0.800963
11	Normalized Negative Distance	Minkowski	Empty	2	0.881220	0.747191	0.792937
11	Normalized Negative Distance	Minkowski	Empty	3	0.882825	0.747191	0.791332
11	Normalized Negative Distance	Minkowski	Empty	4	0.882825	0.747191	0.791332
11	Normalized Negative Distance	Minkowski	Empty	5	0.884430	0.747191	0.791332
11	Normalized Negative Distance	Minkowski	Empty	6	0.884430	0.747191	0.789727
11	Normalized Negative Distance	Minkowski	Empty	7	0.884430	0.747191	0.789727
11	Normalized Negative Distance	Minkowski	Empty	8	0.884430	0.747191	0.792937
11	Normalized Negative Distance	Minkowski	Empty	9	0.884430	0.747191	0.792937
11	Normalized Negative Distance	Minkowski	Empty	10	0.884430	0.741573	0.792937
12	Always One	Minkowski	Empty	1	0.833066	0.752809	0.823435
12	Always One	Minkowski	Empty	2	0.823435	0.758427	0.818620
12	Always One	Minkowski	Empty	3	0.823435	0.758427	0.818620
12	Always One	Minkowski	Empty	4	0.821830	0.752809	0.818620
12	Always One	Minkowski	Empty	5	0.821830	0.752809	0.818620
12	Always One	Minkowski	Empty	6	0.821830	0.752809	0.818620
12	Always One	Minkowski	Empty	7	0.821830	0.752809	0.817014
12	Always One	Minkowski	Empty	8	0.821830	0.752809	0.817014
12	Always One	Minkowski	Empty	9	0.823435	0.758427	0.815409
12	Always One	Minkowski	Empty	10	0.825040	0.752809	0.815409
12	Inverse Distance	Minkowski	Empty	1	0.977528	0.707865	0.784912
12	Inverse Distance	Minkowski	Empty	2	0.977528	0.691011	0.778491
12	Inverse Distance	Minkowski	Empty	3	0.977528	0.696629	0.778491
12	Inverse Distance	Minkowski	Empty	4	0.977528	0.696629	0.778491
12	Inverse Distance	Minkowski	Empty	5	0.977528	0.696629	0.778491
12	Inverse Distance	Minkowski	Empty	6	0.977528	0.696629	0.778491
12	Inverse Distance	Minkowski	Empty	7	0.977528	0.696629	0.778491
12	Inverse Distance	Minkowski	Empty	8	0.977528	0.696629	0.780096
12	Inverse Distance	Minkowski	Empty	9	0.977528	0.696629	0.781701
12	Inverse Distance	Minkowski	Empty	10	0.977528	0.691011	0.780096
12	Negative Distance	Minkowski	Empty	1	0.329053	0.337079	0.276083
12	Negative Distance	Minkowski	Empty	2	0.343499	0.325843	0.287319
12	Negative Distance	Minkowski	Empty	3	0.346709	0.314607	0.287319
12	Negative Distance	Minkowski	Empty	4	0.345104	0.308989	0.287319
12	Negative Distance	Minkowski	Empty	5	0.348315	0.320225	0.288925
12	Negative Distance	Minkowski	Empty	6	0.346709	0.314607	0.287319
12	Negative Distance	Minkowski	Empty	7	0.345104	0.320225	0.288925
12	Negative Distance	Minkowski	Empty	8	0.346709	0.325843	0.290530
12	Negative Distance	Minkowski	Empty	9	0.338684	0.325843	0.292135
12	Negative Distance	Minkowski	Empty	10	0.340289	0.325843	0.287319
12	Hump	Minkowski	Empty	1	0.860353	0.741573	0.789727
12	Hump	Minkowski	Empty	2	0.852327	0.735955	0.786517
12	Hump	Minkowski	Empty	3	0.853933	0.735955	0.784912
12	Hump	Minkowski	Empty	4	0.853933	0.735955	0.784912
12	Hump	Minkowski	Empty	5	0.852327	0.735955	0.784912
12	Hump	Minkowski	Empty	6	0.850722	0.735955	0.784912
12	Hump	Minkowski	Empty	7	0.850722	0.735955	0.784912
12	Hump	Minkowski	Empty	8	0.849117	0.735955	0.784912
12	Hump	Minkowski	Empty	9	0.849117	0.730337	0.792937
12	Hump	Minkowski	Empty	10	0.850722	0.730337	0.791332
12	Decay	Minkowski	Empty	1	0.860353	0.747191	0.796148
12	Decay	Minkowski	Empty	2	0.852327	0.735955	0.789727
12	Decay	Minkowski	Empty	3	0.853933	0.741573	0.788122
12	Decay	Minkowski	Empty	4	0.850722	0.735955	0.788122
12	Decay	Minkowski	Empty	5	0.850722	0.735955	0.788122
12	Decay	Minkowski	Empty	6	0.850722	0.735955	0.788122
12	Decay	Minkowski	Empty	7	0.850722	0.735955	0.788122
12	Decay	Minkowski	Empty	8	0.849117	0.735955	0.788122
12	Decay	Minkowski	Empty	9	0.847512	0.730337	0.794543
12	Decay	Minkowski	Empty	10	0.849117	0.730337	0.794543
12	Normalized Negative Distance	Minkowski	Empty	1	0.874799	0.764045	0.799358
12	Normalized Negative Distance	Minkowski	Empty	2	0.876404	0.747191	0.792937
12	Normalized Negative Distance	Minkowski	Empty	3	0.878010	0.747191	0.791332
12	Normalized Negative Distance	Minkowski	Empty	4	0.878010	0.747191	0.789727
12	Normalized Negative Distance	Minkowski	Empty	5	0.882825	0.747191	0.789727
12	Normalized Negative Distance	Minkowski	Empty	6	0.882825	0.747191	0.788122
12	Normalized Negative Distance	Minkowski	Empty	7	0.882825	0.747191	0.788122
12	Normalized Negative Distance	Minkowski	Empty	8	0.882825	0.747191	0.791332
12	Normalized Negative Distance	Minkowski	Empty	9	0.882825	0.747191	0.791332
12	Normalized Negative Distance	Minkowski	Empty	10	0.882825	0.741573	0.791332
13	Always One	Minkowski	Empty	1	0.836276	0.752809	0.815409
13	Always One	Minkowski	Empty	2	0.825040	0.741573	0.804173
13	Always One	Minkowski	Empty	3	0.825040	0.758427	0.804173
13	Always One	Minkowski	Empty	4	0.825040	0.758427	0.805778
13	Always One	Minkowski	Empty	5	0.825040	0.758427	0.805778
13	Always One	Minkowski	Empty	6	0.823435	0.752809	0.804173
13	Always One	Minkowski	Empty	7	0.821830	0.752809	0.804173
13	Always One	Minkowski	Empty	8	0.821830	0.758427	0.805778
13	Always One	Minkowski	Empty	9	0.823435	0.752809	0.807384
13	Always One	Minkowski	Empty	10	0.829856	0.752809	0.812199
13	Inverse Distance	Minkowski	Empty	1	0.977528	0.702247	0.786517
13	Inverse Distance	Minkowski	Empty	2	0.977528	0.696629	0.783307
13	Inverse Distance	Minkowski	Empty	3	0.977528	0.707865	0.780096
13	Inverse Distance	Minkowski	Empty	4	0.977528	0.707865	0.781701
13	Inverse Distance	Minkowski	Empty	5	0.977528	0.707865	0.781701
13	Inverse Distance	Minkowski	Empty	6	0.977528	0.707865	0.781701
13	Inverse Distance	Minkowski	Empty	7	0.977528	0.707865	0.781701
13	Inverse Distance	Minkowski	Empty	8	0.977528	0.707865	0.780096
13	Inverse Distance	Minkowski	Empty	9	0.977528	0.707865	0.783307
13	Inverse Distance	Minkowski	Empty	10	0.977528	0.707865	0.783307
13	Negative Distance	Minkowski	Empty	1	0.296950	0.353933	0.264848
13	Negative Distance	Minkowski	Empty	2	0.306581	0.337079	0.277689
13	Negative Distance	Minkowski	Empty	3	0.304976	0.325843	0.280899
13	Negative Distance	Minkowski	Empty	4	0.304976	0.320225	0.280899
13	Negative Distance	Minkowski	Empty	5	0.306581	0.325843	0.280899
13	Negative Distance	Minkowski	Empty	6	0.311396	0.331461	0.282504
13	Negative Distance	Minkowski	Empty	7	0.311396	0.331461	0.284109
13	Negative Distance	Minkowski	Empty	8	0.314607	0.331461	0.284109
13	Negative Distance	Minkowski	Empty	9	0.313002	0.342697	0.284109
13	Negative Distance	Minkowski	Empty	10	0.301766	0.342697	0.279294
13	Hump	Minkowski	Empty	1	0.855538	0.730337	0.807384
13	Hump	Minkowski	Empty	2	0.844302	0.724719	0.802568
13	Hump	Minkowski	Empty	3	0.842697	0.735955	0.796148
13	Hump	Minkowski	Empty	4	0.842697	0.735955	0.799358
13	Hump	Minkowski	Empty	5	0.842697	0.735955	0.800963
13	Hump	Minkowski	Empty	6	0.841091	0.730337	0.799358
13	Hump	Minkowski	Empty	7	0.841091	0.730337	0.799358
13	Hump	Minkowski	Empty	8	0.841091	0.735955	0.799358
13	Hump	Minkowski	Empty	9	0.834671	0.730337	0.800963
13	Hump	Minkowski	Empty	10	0.837881	0.735955	0.802568
13	Decay	Minkowski	Empty	1	0.855538	0.741573	0.813804
13	Decay	Minkowski	Empty	2	0.845907	0.730337	0.797753
13	Decay	Minkowski	Empty	3	0.845907	0.741573	0.797753
13	Decay	Minkowski	Empty	4	0.844302	0.747191	0.799358
13	Decay	Minkowski	Empty	5	0.839486	0.747191	0.799358
13	Decay	Minkowski	Empty	6	0.837881	0.741573	0.797753
13	Decay	Minkowski	Empty	7	0.837881	0.741573	0.799358
13	Decay	Minkowski	Empty	8	0.837881	0.747191	0.799358
13	Decay	Minkowski	Empty	9	0.834671	0.741573	0.802568
13	Decay	Minkowski	Empty	10	0.836276	0.747191	0.804173
13	Normalized Negative Distance	Minkowski	Empty	1	0.874799	0.764045	0.792937
13	Normalized Negative Distance	Minkowski	Empty	2	0.873194	0.758427	0.786517
13	Normalized Negative Distance	Minkowski	Empty	3	0.876404	0.752809	0.784912
13	Normalized Negative Distance	Minkowski	Empty	4	0.876404	0.752809	0.783307
13	Normalized Negative Distance	Minkowski	Empty	5	0.881220	0.752809	0.781701
13	Normalized Negative Distance	Minkowski	Empty	6	0.881220	0.752809	0.781701
13	Normalized Negative Distance	Minkowski	Empty	7	0.881220	0.752809	0.781701
