N_NEIGHBORS	WEIGHTS	DISTANCE	WEIGHTS PARAMS	DIST PARAMS	TRAIN ACC	VAL ACC	CROSS VAL ACC
6	Decay	Minkowski	Empty	4	0.845907	0.752809	0.794543
6	Decay	Minkowski	Empty	5	0.845907	0.752809	0.794543
6	Decay	Minkowski	Empty	6	0.845907	0.752809	0.794543
6	Decay	Minkowski	Empty	7	0.845907	0.752809	0.792937
6	Decay	Minkowski	Empty	8	0.849117	0.758427	0.800963
6	Decay	Minkowski	Empty	9	0.849117	0.758427	0.800963
6	Decay	Minkowski	Empty	10	0.849117	0.758427	0.800963
6	Normalized Negative Distance	Minkowski	Empty	1	0.869984	0.758427	0.794543
6	Normalized Negative Distance	Minkowski	Empty	2	0.857143	0.730337	0.792937
6	Normalized Negative Distance	Minkowski	Empty	3	0.871589	0.752809	0.792937
6	Normalized Negative Distance	Minkowski	Empty	4	0.871589	0.752809	0.792937
6	Normalized Negative Distance	Minkowski	Empty	5	0.871589	0.752809	0.792937
6	Normalized Negative Distance	Minkowski	Empty	6	0.871589	0.752809	0.792937
6	Normalized Negative Distance	Minkowski	Empty	7	0.871589	0.752809	0.788122
6	Normalized Negative Distance	Minkowski	Empty	8	0.871589	0.752809	0.791332
6	Normalized Negative Distance	Minkowski	Empty	9	0.871589	0.752809	0.789727
6	Normalized Negative Distance	Minkowski	Empty	10	0.871589	0.752809	0.792937
7	Always One	Minkowski	Empty	1	0.836276	0.764045	0.791332
7	Always One	Minkowski	Empty	2	0.833066	0.758427	0.799358
7	Always One	Minkowski	Empty	3	0.833066	0.758427	0.800963
7	Always One	Minkowski	Empty	4	0.833066	0.758427	0.800963
7	Always One	Minkowski	Empty	5	0.833066	0.758427	0.800963
7	Always One	Minkowski	Empty	6	0.833066	0.758427	0.800963
7	Always One	Minkowski	Empty	7	0.833066	0.758427	0.796148
7	Always One	Minkowski	Empty	8	0.837881	0.769663	0.796148
7	Always One	Minkowski	Empty	9	0.837881	0.758427	0.794543
7	Always One	Minkowski	Empty	10	0.837881	0.764045	0.791332
7	Inverse Distance	Minkowski	Empty	1	0.916533	0.747191	0.781701
7	Inverse Distance	Minkowski	Empty	2	0.902087	0.719101	0.776886
7	Inverse Distance	Minkowski	Empty	3	0.916533	0.747191	0.778491
7	Inverse Distance	Minkowski	Empty	4	0.916533	0.747191	0.778491
7	Inverse Distance	Minkowski	Empty	5	0.916533	0.747191	0.778491
7	Inverse Distance	Minkowski	Empty	6	0.916533	0.747191	0.778491
7	Inverse Distance	Minkowski	Empty	7	0.916533	0.747191	0.775281
7	Inverse Distance	Minkowski	Empty	8	0.916533	0.741573	0.780096
7	Inverse Distance	Minkowski	Empty	9	0.916533	0.741573	0.776886
7	Inverse Distance	Minkowski	Empty	10	0.916533	0.741573	0.780096
7	Negative Distance	Minkowski	Empty	1	0.630819	0.617978	0.523274
7	Negative Distance	Minkowski	Empty	2	0.622793	0.561798	0.521669
7	Negative Distance	Minkowski	Empty	3	0.634029	0.589888	0.520064
7	Negative Distance	Minkowski	Empty	4	0.634029	0.589888	0.520064
7	Negative Distance	Minkowski	Empty	5	0.634029	0.589888	0.520064
